id,case_number,title,fir_id,status,case_priority,assigned_officer,officer,district,opened_at,updated_at,summary,crime_type
324,202600009,Robbery — Vijayapura,324,under_investigation,high,46,Mahesh Desai,Vijayapura,2026-03-16 00:00:00,2026-05-22 00:00:00,Investigation into robbery in Vijayapura. Modus operandi two wheeler getaway. AI has linked this record to related incidents in the region.,Robbery
325,202600001,Burglary — Ballari,325,registered,medium,37,Vidya Rai,Ballari,2026-06-10 00:00:00,2026-05-18 00:00:00,Investigation into burglary in Ballari. Modus operandi lock breaking. AI has linked this record to related incidents in the region.,Burglary
326,202500011,Robbery — Udupi,326,registered,high,65,Darshan Naik,Udupi,2025-12-14 00:00:00,2026-06-09 00:00:00,Investigation into robbery in Udupi. Modus operandi armed robbery. AI has linked this record to related incidents in the region.,Robbery
327,202600011,Assault — Kalaburagi,327,charge_sheeted,medium,36,Prakash Bhat,Kalaburagi,2026-06-22 00:00:00,2026-06-30 00:00:00,Investigation into assault in Kalaburagi. Modus operandi personal enmity. AI has linked this record to related incidents in the region.,Assault
328,202600010,Murder — Mysuru,328,charge_sheeted,critical,7,Umesh Naik,Mysuru,2026-05-31 00:00:00,2026-07-05 00:00:00,Investigation into murder in Mysuru. Modus operandi premeditated. AI has linked this record to related incidents in the region.,Murder
329,202600009,Assault — Hubballi-Dharwad,329,registered,low,24,Yashwanth Rao,Hubballi-Dharwad,2026-03-25 00:00:00,2026-06-30 00:00:00,Investigation into assault in Hubballi-Dharwad. Modus operandi personal enmity. AI has linked this record to related incidents in the region.,Assault
330,202500004,Counterfeiting — Ballari,330,registered,high,41,Kiran Desai,Ballari,2025-05-06 00:00:00,2026-07-15 00:00:00,Investigation into counterfeiting in Ballari. Modus operandi syndicate. AI has linked this record to related incidents in the region.,Counterfeiting
331,202600007,Vehicle Theft — Ballari,331,closed,medium,40,Deepak Naik,Ballari,2026-03-30 00:00:00,2026-07-01 00:00:00,Investigation into vehicle theft in Ballari. Modus operandi duplicate key. AI has linked this record to related incidents in the region.,Vehicle Theft
332,202600011,Robbery — Mysuru,332,charge_sheeted,high,8,Abdul Patil,Mysuru,2026-05-27 00:00:00,2026-07-14 00:00:00,Investigation into robbery in Mysuru. Modus operandi two wheeler getaway. AI has linked this record to related incidents in the region.,Robbery
333,202600008,Drug Trafficking — Bengaluru Urban,333,under_investigation,high,2,Nagaraj Murthy,Bengaluru Urban,2026-05-30 00:00:00,2026-07-06 00:00:00,Investigation into drug trafficking in Bengaluru Urban. Modus operandi drug courier. AI has linked this record to related incidents in the region.,Drug Trafficking
334,202600007,Counterfeiting — Tumakuru,334,closed,high,59,Abdul Shastri,Tumakuru,2026-04-06 00:00:00,2026-05-31 00:00:00,Investigation into counterfeiting in Tumakuru. Modus operandi fake currency. AI has linked this record to related incidents in the region.,Counterfeiting
335,202500006,Burglary — Belagavi,335,under_investigation,medium,28,Sunil Gowda,Belagavi,2025-09-25 00:00:00,2026-05-24 00:00:00,Investigation into burglary in Belagavi. Modus operandi night break in. AI has linked this record to related incidents in the region.,Burglary
336,202600008,Kidnapping — Tumakuru,336,registered,high,59,Abdul Shastri,Tumakuru,2026-06-10 00:00:00,2026-06-01 00:00:00,Investigation into kidnapping in Tumakuru. Modus operandi personal enmity. AI has linked this record to related incidents in the region.,Kidnapping
337,202600014,Vehicle Theft — Vijayapura,337,charge_sheeted,medium,45,Imran Kulkarni,Vijayapura,2026-04-04 00:00:00,2026-06-01 00:00:00,Investigation into vehicle theft in Vijayapura. Modus operandi duplicate key. AI has linked this record to related incidents in the region.,Vehicle Theft
338,202500007,Burglary — Mandya,338,closed,medium,68,Mahesh Bhat,Mandya,2025-11-26 00:00:00,2026-05-16 00:00:00,Investigation into burglary in Mandya. Modus operandi lock breaking. AI has linked this record to related incidents in the region.,Burglary
339,202600012,House Theft — Dakshina Kannada,339,registered,medium,14,Santosh Patil,Dakshina Kannada,2026-06-18 00:00:00,2026-05-19 00:00:00,Investigation into house theft in Dakshina Kannada. Modus operandi insider info. AI has linked this record to related incidents in the region.,House Theft
340,202500011,Cheating & Fraud — Mysuru,340,registered,medium,7,Umesh Naik,Mysuru,2025-05-10 00:00:00,2026-06-25 00:00:00,Investigation into cheating & fraud in Mysuru. Modus operandi fake investment. AI has linked this record to related incidents in the region.,Cheating & Fraud
341,202600015,Attempt to Murder — Vijayapura,341,closed,high,44,Kavya Shetty,Vijayapura,2026-04-21 00:00:00,2026-07-11 00:00:00,Investigation into attempt to murder in Vijayapura. Modus operandi gang rivalry. AI has linked this record to related incidents in the region.,Attempt to Murder
342,202500005,House Theft — Dakshina Kannada,342,charge_sheeted,medium,15,Divya Reddy,Dakshina Kannada,2025-10-22 00:00:00,2026-07-05 00:00:00,Investigation into house theft in Dakshina Kannada. Modus operandi lock breaking. AI has linked this record to related incidents in the region.,House Theft
343,202500006,Attempt to Murder — Kalaburagi,343,under_investigation,high,34,Anil Kulkarni,Kalaburagi,2025-07-07 00:00:00,2026-07-09 00:00:00,Investigation into attempt to murder in Kalaburagi. Modus operandi personal enmity. AI has linked this record to related incidents in the region.,Attempt to Murder
344,202600007,Burglary — Kalaburagi,344,charge_sheeted,medium,33,Pooja Patil,Kalaburagi,2026-04-24 00:00:00,2026-06-29 00:00:00,Investigation into burglary in Kalaburagi. Modus operandi night break in. AI has linked this record to related incidents in the region.,Burglary
345,202500006,Vehicle Theft — Tumakuru,345,under_investigation,medium,58,Ramesh Murthy,Tumakuru,2025-08-04 00:00:00,2026-07-10 00:00:00,Investigation into vehicle theft in Tumakuru. Modus operandi duplicate key. AI has linked this record to related incidents in the region.,Vehicle Theft
346,202600008,Assault — Kalaburagi,346,under_investigation,medium,31,Chetan Murthy,Kalaburagi,2026-01-13 00:00:00,2026-05-27 00:00:00,Investigation into assault in Kalaburagi. Modus operandi personal enmity. AI has linked this record to related incidents in the region.,Assault
347,202500002,House Theft — Udupi,347,closed,medium,64,Chetan Shastri,Udupi,2025-03-21 00:00:00,2026-06-16 00:00:00,Investigation into house theft in Udupi. Modus operandi insider info. AI has linked this record to related incidents in the region.,House Theft
348,202600011,Burglary — Belagavi,348,under_investigation,medium,27,Ramesh Bhat,Belagavi,2026-04-13 00:00:00,2026-06-06 00:00:00,Investigation into burglary in Belagavi. Modus operandi lock breaking. AI has linked this record to related incidents in the region.,Burglary
349,202600010,House Theft — Hubballi-Dharwad,349,under_investigation,low,20,Ganesh Kumar,Hubballi-Dharwad,2026-03-02 00:00:00,2026-06-25 00:00:00,Investigation into house theft in Hubballi-Dharwad. Modus operandi insider info. AI has linked this record to related incidents in the region.,House Theft
350,202500001,Drug Trafficking — Mandya,350,under_investigation,high,70,Shivaraj Nayak,Mandya,2025-05-13 00:00:00,2026-05-28 00:00:00,Investigation into drug trafficking in Mandya. Modus operandi hostel supply. AI has linked this record to related incidents in the region.,Drug Trafficking
351,202600010,Chain Snatching — Hubballi-Dharwad,351,charge_sheeted,medium,24,Yashwanth Rao,Hubballi-Dharwad,2026-04-07 00:00:00,2026-05-29 00:00:00,Investigation into chain snatching in Hubballi-Dharwad. Modus operandi two wheeler getaway. AI has linked this record to related incidents in the region.,Chain Snatching
352,202600005,Rioting — Shivamogga,352,charge_sheeted,medium,54,Vinay Bhat,Shivamogga,2026-06-08 00:00:00,2026-07-10 00:00:00,Investigation into rioting in Shivamogga. Modus operandi mob. AI has linked this record to related incidents in the region.,Rioting
353,202500006,Attempt to Murder — Vijayapura,353,closed,high,45,Imran Kulkarni,Vijayapura,2025-04-21 00:00:00,2026-06-24 00:00:00,Investigation into attempt to murder in Vijayapura. Modus operandi personal enmity. AI has linked this record to related incidents in the region.,Attempt to Murder
354,202500008,Counterfeiting — Bengaluru Urban,354,charge_sheeted,high,1,Darshan Shastri,Bengaluru Urban,2025-11-29 00:00:00,2026-05-26 00:00:00,Investigation into counterfeiting in Bengaluru Urban. Modus operandi syndicate. AI has linked this record to related incidents in the region.,Counterfeiting
355,202600009,Vehicle Theft — Tumakuru,355,under_investigation,medium,56,Suresh Murthy,Tumakuru,2026-02-07 00:00:00,2026-07-07 00:00:00,Investigation into vehicle theft in Tumakuru. Modus operandi duplicate key. AI has linked this record to related incidents in the region.,Vehicle Theft
356,202600006,House Theft — Mandya,356,under_investigation,medium,67,Ganesh Rai,Mandya,2026-06-07 00:00:00,2026-06-14 00:00:00,Investigation into house theft in Mandya. Modus operandi lock breaking. AI has linked this record to related incidents in the region.,House Theft
357,202500003,Extortion — Shivamogga,357,under_investigation,high,54,Vinay Bhat,Shivamogga,2025-03-27 00:00:00,2026-06-13 00:00:00,Investigation into extortion in Shivamogga. Modus operandi gang operation. AI has linked this record to related incidents in the region.,Extortion
358,202500012,Burglary — Mysuru,358,charge_sheeted,medium,8,Abdul Patil,Mysuru,2025-09-20 00:00:00,2026-07-10 00:00:00,Investigation into burglary in Mysuru. Modus operandi lock breaking. AI has linked this record to related incidents in the region.,Burglary
359,202600009,Extortion — Udupi,359,under_investigation,high,65,Darshan Naik,Udupi,2026-03-19 00:00:00,2026-05-26 00:00:00,Investigation into extortion in Udupi. Modus operandi gang operation. AI has linked this record to related incidents in the region.,Extortion
360,202600011,Cybercrime — Hubballi-Dharwad,360,registered,low,23,Naveen Kulkarni,Hubballi-Dharwad,2026-03-07 00:00:00,2026-06-03 00:00:00,Investigation into cybercrime in Hubballi-Dharwad. Modus operandi otp fraud. AI has linked this record to related incidents in the region.,Cybercrime
361,202600007,Attempt to Murder — Belagavi,361,under_investigation,high,30,Lokesh Naik,Belagavi,2026-05-15 00:00:00,2026-07-08 00:00:00,Investigation into attempt to murder in Belagavi. Modus operandi personal enmity. AI has linked this record to related incidents in the region.,Attempt to Murder
362,202500007,Robbery — Vijayapura,362,under_investigation,high,44,Kavya Shetty,Vijayapura,2025-02-15 00:00:00,2026-05-20 00:00:00,Investigation into robbery in Vijayapura. Modus operandi two wheeler getaway. AI has linked this record to related incidents in the region.,Robbery
363,202600010,Vehicle Theft — Tumakuru,363,under_investigation,medium,57,Chetan Achar,Tumakuru,2026-06-02 00:00:00,2026-05-23 00:00:00,Investigation into vehicle theft in Tumakuru. Modus operandi vehicle lifting. AI has linked this record to related incidents in the region.,Vehicle Theft
364,202600007,Murder — Mandya,364,charge_sheeted,critical,68,Mahesh Bhat,Mandya,2026-06-04 00:00:00,2026-06-30 00:00:00,Investigation into murder in Mandya. Modus operandi premeditated. AI has linked this record to related incidents in the region.,Murder
365,202500007,Vehicle Theft — Vijayapura,365,under_investigation,low,47,Mahesh Shetty,Vijayapura,2025-07-07 00:00:00,2026-05-20 00:00:00,Investigation into vehicle theft in Vijayapura. Modus operandi vehicle lifting. AI has linked this record to related incidents in the region.,Vehicle Theft
366,202500004,Assault — Bengaluru Urban,366,under_investigation,medium,5,Deepak Hebbar,Bengaluru Urban,2025-02-04 00:00:00,2026-07-12 00:00:00,Investigation into assault in Bengaluru Urban. Modus operandi street fight. AI has linked this record to related incidents in the region.,Assault
367,202500006,Burglary — Dakshina Kannada,367,charge_sheeted,medium,15,Divya Reddy,Dakshina Kannada,2025-06-03 00:00:00,2026-06-30 00:00:00,Investigation into burglary in Dakshina Kannada. Modus operandi night break in. AI has linked this record to related incidents in the region.,Burglary
368,202500007,Cybercrime — Ballari,368,closed,medium,38,Nisha Murthy,Ballari,2025-11-07 00:00:00,2026-06-15 00:00:00,Investigation into cybercrime in Ballari. Modus operandi impersonation. AI has linked this record to related incidents in the region.,Cybercrime
369,202600012,Robbery — Mysuru,369,under_investigation,high,7,Umesh Naik,Mysuru,2026-02-19 00:00:00,2026-05-31 00:00:00,Investigation into robbery in Mysuru. Modus operandi armed robbery. AI has linked this record to related incidents in the region.,Robbery
370,202600007,Burglary — Udupi,370,closed,medium,63,Darshan Kulkarni,Udupi,2026-04-26 00:00:00,2026-07-02 00:00:00,Investigation into burglary in Udupi. Modus operandi night break in. AI has linked this record to related incidents in the region.,Burglary
371,202500003,Cybercrime — Dakshina Kannada,371,charge_sheeted,medium,17,Praveen Murthy,Dakshina Kannada,2025-02-16 00:00:00,2026-06-04 00:00:00,Investigation into cybercrime in Dakshina Kannada. Modus operandi impersonation. AI has linked this record to related incidents in the region.,Cybercrime
372,202500007,Chain Snatching — Belagavi,372,under_investigation,medium,29,Anil Rao,Belagavi,2025-05-25 00:00:00,2026-06-10 00:00:00,Investigation into chain snatching in Belagavi. Modus operandi two wheeler getaway. AI has linked this record to related incidents in the region.,Chain Snatching
373,202600008,House Theft — Udupi,373,charge_sheeted,low,62,Abdul Naik,Udupi,2026-02-27 00:00:00,2026-05-20 00:00:00,Investigation into house theft in Udupi. Modus operandi lock breaking. AI has linked this record to related incidents in the region.,House Theft
374,202600008,Burglary — Mandya,374,registered,low,69,Lakshmi Poojary,Mandya,2026-07-02 00:00:00,2026-05-22 00:00:00,Investigation into burglary in Mandya. Modus operandi lock breaking. AI has linked this record to related incidents in the region.,Burglary
375,202600009,Counterfeiting — Udupi,375,registered,high,61,Imran Shetty,Udupi,2026-04-12 00:00:00,2026-05-29 00:00:00,Investigation into counterfeiting in Udupi. Modus operandi fake currency. AI has linked this record to related incidents in the region.,Counterfeiting
376,202500001,Cybercrime — Tumakuru,376,charge_sheeted,medium,57,Chetan Achar,Tumakuru,2025-10-17 00:00:00,2026-06-12 00:00:00,Investigation into cybercrime in Tumakuru. Modus operandi otp fraud. AI has linked this record to related incidents in the region.,Cybercrime
377,202600012,Robbery — Hubballi-Dharwad,377,under_investigation,high,23,Naveen Kulkarni,Hubballi-Dharwad,2026-02-19 00:00:00,2026-07-07 00:00:00,Investigation into robbery in Hubballi-Dharwad. Modus operandi armed robbery. AI has linked this record to related incidents in the region.,Robbery
378,202500007,Dacoity — Mandya,378,under_investigation,critical,72,Harish Hegde,Mandya,2025-06-22 00:00:00,2026-06-21 00:00:00,Investigation into dacoity in Mandya. Modus operandi armed robbery. AI has linked this record to related incidents in the region.,Dacoity
379,202600009,Vehicle Theft — Mandya,379,registered,medium,68,Mahesh Bhat,Mandya,2026-03-02 00:00:00,2026-07-07 00:00:00,Investigation into vehicle theft in Mandya. Modus operandi duplicate key. AI has linked this record to related incidents in the region.,Vehicle Theft
380,202500003,Extortion — Bengaluru Urban,380,registered,high,1,Darshan Shastri,Bengaluru Urban,2025-07-11 00:00:00,2026-07-10 00:00:00,Investigation into extortion in Bengaluru Urban. Modus operandi gang operation. AI has linked this record to related incidents in the region.,Extortion
381,202600013,Burglary — Dakshina Kannada,381,under_investigation,medium,14,Santosh Patil,Dakshina Kannada,2026-02-28 00:00:00,2026-05-23 00:00:00,Investigation into burglary in Dakshina Kannada. Modus operandi night break in. AI has linked this record to related incidents in the region.,Burglary
382,202600009,Cheating & Fraud — Tumakuru,382,under_investigation,low,58,Ramesh Murthy,Tumakuru,2026-05-28 00:00:00,2026-07-10 00:00:00,Investigation into cheating & fraud in Tumakuru. Modus operandi impersonation. AI has linked this record to related incidents in the region.,Cheating & Fraud
383,202600016,Chain Snatching — Vijayapura,383,closed,medium,45,Imran Kulkarni,Vijayapura,2026-05-16 00:00:00,2026-05-24 00:00:00,Investigation into chain snatching in Vijayapura. Modus operandi two wheeler getaway. AI has linked this record to related incidents in the region.,Chain Snatching
384,202600013,Vehicle Theft — Mysuru,384,under_investigation,medium,8,Abdul Patil,Mysuru,2026-03-28 00:00:00,2026-05-20 00:00:00,Investigation into vehicle theft in Mysuru. Modus operandi vehicle lifting. AI has linked this record to related incidents in the region.,Vehicle Theft
385,202500008,Burglary — Ballari,385,registered,medium,39,Ramesh Kumar,Ballari,2025-05-10 00:00:00,2026-06-17 00:00:00,Investigation into burglary in Ballari. Modus operandi night break in. AI has linked this record to related incidents in the region.,Burglary
386,202600001,Drug Trafficking — Dakshina Kannada,386,under_investigation,high,17,Praveen Murthy,Dakshina Kannada,2026-01-19 00:00:00,2026-07-13 00:00:00,Investigation into drug trafficking in Dakshina Kannada. Modus operandi drug courier. AI has linked this record to related incidents in the region.,Drug Trafficking
387,202600008,Vehicle Theft — Ballari,387,under_investigation,medium,41,Kiran Desai,Ballari,2026-04-14 00:00:00,2026-06-06 00:00:00,Investigation into vehicle theft in Ballari. Modus operandi vehicle lifting. AI has linked this record to related incidents in the region.,Vehicle Theft
388,202600009,Kidnapping — Bengaluru Urban,388,charge_sheeted,high,3,Kumar Gowda,Bengaluru Urban,2026-05-27 00:00:00,2026-05-18 00:00:00,Investigation into kidnapping in Bengaluru Urban. Modus operandi personal enmity. AI has linked this record to related incidents in the region.,Kidnapping
389,202600017,Robbery — Vijayapura,389,under_investigation,high,43,Kiran Bhat,Vijayapura,2026-06-15 00:00:00,2026-07-15 00:00:00,Investigation into robbery in Vijayapura. Modus operandi two wheeler getaway. AI has linked this record to related incidents in the region.,Robbery
390,202600004,Extortion — Mysuru,390,closed,high,10,Nagaraj Nayak,Mysuru,2026-04-17 00:00:00,2026-07-13 00:00:00,Investigation into extortion in Mysuru. Modus operandi threat call. AI has linked this record to related incidents in the region.,Extortion
391,202600005,Burglary — Mandya,391,under_investigation,medium,70,Shivaraj Nayak,Mandya,2026-07-13 00:00:00,2026-05-21 00:00:00,Investigation into burglary in Mandya. Modus operandi lock breaking. AI has linked this record to related incidents in the region.,Burglary
392,202600002,Chain Snatching — Kalaburagi,392,charge_sheeted,medium,31,Chetan Murthy,Kalaburagi,2026-01-16 00:00:00,2026-07-08 00:00:00,Investigation into chain snatching in Kalaburagi. Modus operandi crowded market. AI has linked this record to related incidents in the region.,Chain Snatching
393,202500004,Chain Snatching — Shivamogga,393,under_investigation,low,50,Divya Gowda,Shivamogga,2025-07-10 00:00:00,2026-06-24 00:00:00,Investigation into chain snatching in Shivamogga. Modus operandi crowded market. AI has linked this record to related incidents in the region.,Chain Snatching
394,202500007,Drug Trafficking — Kalaburagi,394,closed,high,35,Deepak Kumar,Kalaburagi,2025-08-19 00:00:00,2026-06-15 00:00:00,Investigation into drug trafficking in Kalaburagi. Modus operandi hostel supply. AI has linked this record to related incidents in the region.,Drug Trafficking
395,202600010,Cybercrime — Tumakuru,395,under_investigation,low,60,Manjunath Naik,Tumakuru,2026-06-04 00:00:00,2026-05-16 00:00:00,Investigation into cybercrime in Tumakuru. Modus operandi impersonation. AI has linked this record to related incidents in the region.,Cybercrime
396,202600005,Burglary — Mysuru,396,closed,low,10,Nagaraj Nayak,Mysuru,2026-07-15 00:00:00,2026-06-16 00:00:00,Investigation into burglary in Mysuru. Modus operandi cctv blindspot. AI has linked this record to related incidents in the region.,Burglary
397,202600001,Robbery — Tumakuru,397,registered,high,59,Abdul Shastri,Tumakuru,2026-06-23 00:00:00,2026-05-21 00:00:00,Investigation into robbery in Tumakuru. Modus operandi armed robbery. AI has linked this record to related incidents in the region.,Robbery
398,202600006,Burglary — Shivamogga,398,registered,medium,53,Riyaz Bhat,Shivamogga,2026-05-21 00:00:00,2026-05-23 00:00:00,Investigation into burglary in Shivamogga. Modus operandi cctv blindspot. AI has linked this record to related incidents in the region.,Burglary
399,202500008,Burglary — Mandya,399,registered,low,70,Shivaraj Nayak,Mandya,2025-03-08 00:00:00,2026-06-17 00:00:00,Investigation into burglary in Mandya. Modus operandi lock breaking. AI has linked this record to related incidents in the region.,Burglary
400,202500007,Vehicle Theft — Tumakuru,400,under_investigation,medium,60,Manjunath Naik,Tumakuru,2025-02-10 00:00:00,2026-06-18 00:00:00,Investigation into vehicle theft in Tumakuru. Modus operandi duplicate key. AI has linked this record to related incidents in the region.,Vehicle Theft
401,202600006,House Theft — Bengaluru Urban,401,closed,medium,4,Chetan Kumar,Bengaluru Urban,2026-07-13 00:00:00,2026-06-07 00:00:00,Investigation into house theft in Bengaluru Urban. Modus operandi lock breaking. AI has linked this record to related incidents in the region.,House Theft
402,202500005,Drug Trafficking — Bengaluru Urban,402,charge_sheeted,high,4,Chetan Kumar,Bengaluru Urban,2025-10-17 00:00:00,2026-07-14 00:00:00,Investigation into drug trafficking in Bengaluru Urban. Modus operandi hostel supply. AI has linked this record to related incidents in the region.,Drug Trafficking
403,202600010,Assault — Udupi,403,closed,medium,63,Darshan Kulkarni,Udupi,2026-05-22 00:00:00,2026-05-31 00:00:00,Investigation into assault in Udupi. Modus operandi street fight. AI has linked this record to related incidents in the region.,Assault
404,202600011,House Theft — Hubballi-Dharwad,404,registered,medium,19,Naveen Hebbar,Hubballi-Dharwad,2026-02-20 00:00:00,2026-06-13 00:00:00,Investigation into house theft in Hubballi-Dharwad. Modus operandi insider info. AI has linked this record to related incidents in the region.,House Theft
405,202600007,Drug Trafficking — Shivamogga,405,under_investigation,high,53,Riyaz Bhat,Shivamogga,2026-06-05 00:00:00,2026-05-22 00:00:00,Investigation into drug trafficking in Shivamogga. Modus operandi hostel supply. AI has linked this record to related incidents in the region.,Drug Trafficking
406,202600011,Drug Trafficking — Tumakuru,406,under_investigation,high,58,Ramesh Murthy,Tumakuru,2026-03-07 00:00:00,2026-06-06 00:00:00,Investigation into drug trafficking in Tumakuru. Modus operandi drug courier. AI has linked this record to related incidents in the region.,Drug Trafficking
407,202600012,Cheating & Fraud — Belagavi,407,under_investigation,medium,25,Girish Reddy,Belagavi,2026-05-29 00:00:00,2026-05-22 00:00:00,Investigation into cheating & fraud in Belagavi. Modus operandi fake investment. AI has linked this record to related incidents in the region.,Cheating & Fraud
408,202600005,Counterfeiting — Ballari,408,under_investigation,high,39,Ramesh Kumar,Ballari,2026-03-24 00:00:00,2026-05-23 00:00:00,Investigation into counterfeiting in Ballari. Modus operandi syndicate. AI has linked this record to related incidents in the region.,Counterfeiting
409,202500009,Drug Trafficking — Bengaluru Urban,409,under_investigation,high,1,Darshan Shastri,Bengaluru Urban,2025-11-06 00:00:00,2026-06-04 00:00:00,Investigation into drug trafficking in Bengaluru Urban. Modus operandi hostel supply. AI has linked this record to related incidents in the region.,Drug Trafficking
410,202500013,Drug Trafficking — Mysuru,410,charge_sheeted,high,7,Umesh Naik,Mysuru,2025-05-04 00:00:00,2026-05-27 00:00:00,Investigation into drug trafficking in Mysuru. Modus operandi drug courier. AI has linked this record to related incidents in the region.,Drug Trafficking
411,202600011,Robbery — Udupi,411,under_investigation,high,63,Darshan Kulkarni,Udupi,2026-01-26 00:00:00,2026-06-10 00:00:00,Investigation into robbery in Udupi. Modus operandi two wheeler getaway. AI has linked this record to related incidents in the region.,Robbery
412,202600014,Burglary — Dakshina Kannada,412,under_investigation,medium,15,Divya Reddy,Dakshina Kannada,2026-03-23 00:00:00,2026-07-12 00:00:00,Investigation into burglary in Dakshina Kannada. Modus operandi cctv blindspot. AI has linked this record to related incidents in the region.,Burglary
413,202600010,Burglary — Mandya,413,under_investigation,medium,69,Lakshmi Poojary,Mandya,2026-03-07 00:00:00,2026-06-05 00:00:00,Investigation into burglary in Mandya. Modus operandi night break in. AI has linked this record to related incidents in the region.,Burglary
414,202600011,Dacoity — Tumakuru,414,registered,critical,57,Chetan Achar,Tumakuru,2026-02-15 00:00:00,2026-07-13 00:00:00,Investigation into dacoity in Tumakuru. Modus operandi armed robbery. AI has linked this record to related incidents in the region.,Dacoity
415,202600012,Attempt to Murder — Tumakuru,415,closed,high,58,Ramesh Murthy,Tumakuru,2026-06-09 00:00:00,2026-07-06 00:00:00,Investigation into attempt to murder in Tumakuru. Modus operandi personal enmity. AI has linked this record to related incidents in the region.,Attempt to Murder
416,202600012,Assault — Kalaburagi,416,under_investigation,medium,34,Anil Kulkarni,Kalaburagi,2026-07-08 00:00:00,2026-07-14 00:00:00,Investigation into assault in Kalaburagi. Modus operandi personal enmity. AI has linked this record to related incidents in the region.,Assault
417,202600013,Drug Trafficking — Kalaburagi,417,charge_sheeted,high,36,Prakash Bhat,Kalaburagi,2026-03-13 00:00:00,2026-06-04 00:00:00,Investigation into drug trafficking in Kalaburagi. Modus operandi drug courier. AI has linked this record to related incidents in the region.,Drug Trafficking
418,202500009,Burglary — Ballari,418,charge_sheeted,low,37,Vidya Rai,Ballari,2025-08-06 00:00:00,2026-06-26 00:00:00,Investigation into burglary in Ballari. Modus operandi cctv blindspot. AI has linked this record to related incidents in the region.,Burglary
419,202500005,Vehicle Theft — Ballari,419,under_investigation,low,41,Kiran Desai,Ballari,2025-08-21 00:00:00,2026-07-01 00:00:00,Investigation into vehicle theft in Ballari. Modus operandi duplicate key. AI has linked this record to related incidents in the region.,Vehicle Theft
420,202600010,Burglary — Vijayapura,420,closed,medium,46,Mahesh Desai,Vijayapura,2026-01-02 00:00:00,2026-05-23 00:00:00,Investigation into burglary in Vijayapura. Modus operandi lock breaking. AI has linked this record to related incidents in the region.,Burglary
421,202500005,Rioting — Shivamogga,421,charge_sheeted,low,49,Abdul Bhat,Shivamogga,2025-03-21 00:00:00,2026-06-04 00:00:00,Investigation into rioting in Shivamogga. Modus operandi mob. AI has linked this record to related incidents in the region.,Rioting
422,202500009,Cybercrime — Mandya,422,under_investigation,medium,70,Shivaraj Nayak,Mandya,2025-06-02 00:00:00,2026-07-09 00:00:00,Investigation into cybercrime in Mandya. Modus operandi fake upi link. AI has linked this record to related incidents in the region.,Cybercrime
423,202600011,Robbery — Mandya,423,charge_sheeted,high,68,Mahesh Bhat,Mandya,2026-05-26 00:00:00,2026-07-04 00:00:00,Investigation into robbery in Mandya. Modus operandi two wheeler getaway. AI has linked this record to related incidents in the region.,Robbery
424,202500006,Cybercrime — Ballari,424,under_investigation,medium,40,Deepak Naik,Ballari,2025-06-22 00:00:00,2026-06-29 00:00:00,Investigation into cybercrime in Ballari. Modus operandi impersonation. AI has linked this record to related incidents in the region.,Cybercrime
425,202500008,House Theft — Mandya,425,registered,medium,67,Ganesh Rai,Mandya,2025-06-07 00:00:00,2026-06-23 00:00:00,Investigation into house theft in Mandya. Modus operandi lock breaking. AI has linked this record to related incidents in the region.,House Theft
426,202500005,Rioting — Belagavi,426,charge_sheeted,low,25,Girish Reddy,Belagavi,2025-08-20 00:00:00,2026-06-27 00:00:00,Investigation into rioting in Belagavi. Modus operandi mob. AI has linked this record to related incidents in the region.,Rioting
427,202600008,House Theft — Belagavi,427,under_investigation,low,29,Anil Rao,Belagavi,2026-01-28 00:00:00,2026-07-15 00:00:00,Investigation into house theft in Belagavi. Modus operandi lock breaking. AI has linked this record to related incidents in the region.,House Theft
428,202600015,Vehicle Theft — Dakshina Kannada,428,under_investigation,medium,13,Rekha Rao,Dakshina Kannada,2026-01-23 00:00:00,2026-06-02 00:00:00,Investigation into vehicle theft in Dakshina Kannada. Modus operandi vehicle lifting. AI has linked this record to related incidents in the region.,Vehicle Theft
429,202500010,Burglary — Mandya,429,charge_sheeted,medium,70,Shivaraj Nayak,Mandya,2025-09-07 00:00:00,2026-06-01 00:00:00,Investigation into burglary in Mandya. Modus operandi night break in. AI has linked this record to related incidents in the region.,Burglary
430,202600012,Rioting — Hubballi-Dharwad,430,charge_sheeted,medium,20,Ganesh Kumar,Hubballi-Dharwad,2026-04-03 00:00:00,2026-06-25 00:00:00,Investigation into rioting in Hubballi-Dharwad. Modus operandi mob. AI has linked this record to related incidents in the region.,Rioting
431,202600012,Dacoity — Udupi,431,registered,critical,63,Darshan Kulkarni,Udupi,2026-05-07 00:00:00,2026-05-20 00:00:00,Investigation into dacoity in Udupi. Modus operandi armed robbery. AI has linked this record to related incidents in the region.,Dacoity
432,202500004,Burglary — Shivamogga,432,registered,low,54,Vinay Bhat,Shivamogga,2025-08-07 00:00:00,2026-06-12 00:00:00,Investigation into burglary in Shivamogga. Modus operandi night break in. AI has linked this record to related incidents in the region.,Burglary
433,202500014,Cybercrime — Mysuru,433,under_investigation,low,8,Abdul Patil,Mysuru,2025-06-13 00:00:00,2026-06-06 00:00:00,Investigation into cybercrime in Mysuru. Modus operandi impersonation. AI has linked this record to related incidents in the region.,Cybercrime
